date,daily_ccy_rank_spread_60,daily_ccy_spread_z_60,daily_ccy_eur_rank_60,daily_ccy_usd_rank_60,daily_ccy_usd_breadth_60,daily_ccy_rank_spread_250,daily_ccy_spread_z_250,daily_ccy_eur_rank_250,daily_ccy_usd_rank_250,daily_ccy_usd_breadth_250,daily_ccy_dispersion_pct
2012-06-29,-0.75,-2.013252357535513,0.125,0.875,0.8571428571428571,-0.75,-2.240483714197717,0.25,1.0,1.0,0.23847695390781562
2012-07-02,-0.75,-2.0024442166689655,0.125,0.875,0.8571428571428571,-0.75,-2.327740966578989,0.25,1.0,1.0,0.25851703406813625
2012-07-03,-0.625,-2.268853154856287,0.125,0.75,0.7142857142857143,-0.75,-2.312776331159614,0.25,1.0,1.0,0.24448897795591182
2012-07-04,-0.75,-2.3650724737385183,0.125,0.875,0.8571428571428571,-0.75,-2.3036551928059303,0.25,1.0,1.0,0.15430861723446893
2012-07-05,-0.75,-2.5132286916697986,0.125,0.875,0.8571428571428571,-0.75,-2.3347022913846094,0.25,1.0,1.0,0.19438877755511022
2012-07-06,-0.75,-2.4255606946879222,0.125,0.875,0.8571428571428571,-0.75,-2.50518986428603,0.25,1.0,1.0,0.20641282565130262
2012-07-09,-0.75,-2.548769410839162,0.125,0.875,0.8571428571428571,-0.75,-2.5244766632377464,0.25,1.0,1.0,0.18236472945891782
2012-07-10,-0.75,-2.4367899192799207,0.125,0.875,0.8571428571428571,-0.75,-2.6697623007621836,0.25,1.0,1.0,0.1523046092184369
2012-07-11,-0.75,-2.3874591371174683,0.125,0.875,0.8571428571428571,-0.75,-2.673197008395931,0.25,1.0,1.0,0.1523046092184369
2012-07-12,-0.75,-2.2861500128724654,0.125,0.875,0.8571428571428571,-0.75,-2.547079200567373,0.25,1.0,1.0,0.20040080160320642
2012-07-13,-0.75,-2.286708050764356,0.125,0.875,0.8571428571428571,-0.75,-2.5943499573367683,0.25,1.0,1.0,0.18637274549098196
2012-07-16,-0.75,-2.227946056819243,0.125,0.875,0.8571428571428571,-0.75,-2.4527309480055477,0.25,1.0,1.0,0.14829659318637275
2012-07-17,-0.625,-2.2084422307741725,0.25,0.875,0.8571428571428571,-0.75,-2.441378263887567,0.25,1.0,1.0,0.13827655310621242
2012-07-18,-0.625,-2.1765831772601696,0.125,0.75,0.7142857142857143,-0.75,-2.314022841443159,0.25,1.0,1.0,0.1402805611222445
2012-07-19,-0.625,-2.1520586570308797,0.125,0.75,0.7142857142857143,-0.75,-2.1458224682910556,0.25,1.0,1.0,0.1062124248496994
2012-07-20,-0.75,-2.358620533235383,0.125,0.875,0.8571428571428571,-0.75,-1.9223635204211216,0.25,1.0,1.0,0.14428857715430862
2012-07-23,-0.75,-2.469129940345744,0.125,0.875,0.8571428571428571,-0.75,-2.1472292753828848,0.25,1.0,1.0,0.14829659318637275
2012-07-24,-0.75,-2.3936052833013837,0.125,0.875,0.8571428571428571,-0.625,-1.8097305351517372,0.25,0.875,0.8571428571428571,0.14829659318637275
2012-07-25,-0.75,-2.2662347664608515,0.125,0.875,0.8571428571428571,-0.625,-1.907602502784268,0.25,0.875,0.8571428571428571,0.19438877755511022
2012-07-26,-0.5,-2.0690296976944405,0.125,0.625,0.5714285714285714,-0.625,-1.611205047098954,0.25,0.875,0.8571428571428571,0.23847695390781562
2012-07-27,-0.5,-1.886156836386224,0.125,0.625,0.5714285714285714,-0.625,-1.57661565287439,0.25,0.875,0.8571428571428571,0.13226452905811623
2012-07-30,-0.5,-1.8674003250551534,0.125,0.625,0.5714285714285714,-0.625,-1.4041025841502566,0.25,0.875,0.8571428571428571,0.1062124248496994
2012-07-31,-0.375,-1.63495153473783,0.25,0.625,0.5714285714285714,-0.625,-1.7422630621565576,0.25,0.875,0.8571428571428571,0.10220440881763528
2012-08-01,-0.375,-1.5827314607514447,0.25,0.625,0.5714285714285714,-0.625,-1.8936147630981353,0.25,0.875,0.8571428571428571,0.10020040080160321
2012-08-02,-0.375,-1.6037645403799112,0.25,0.625,0.5714285714285714,-0.75,-2.1402958609448897,0.25,1.0,1.0,0.04408817635270541
2012-08-03,-0.375,-1.2570880894938026,0.25,0.625,0.5714285714285714,-0.625,-2.1394801699206196,0.25,0.875,0.8571428571428571,0.10220440881763528
2012-08-06,-0.25,-0.9653895776968247,0.25,0.5,0.42857142857142855,-0.625,-2.1085017570349796,0.25,0.875,0.8571428571428571,0.1062124248496994
2012-08-07,-0.25,-0.7998483960019944,0.25,0.5,0.42857142857142855,-0.625,-1.9844139299743873,0.25,0.875,0.8571428571428571,0.11422845691382766
2012-08-08,-0.25,-0.7987695038586851,0.25,0.5,0.42857142857142855,-0.625,-1.9608401070604677,0.25,0.875,0.8571428571428571,0.09018036072144289
2012-08-09,-0.375,-0.8605157373083625,0.125,0.5,0.42857142857142855,-0.625,-1.9922401793213629,0.25,0.875,0.8571428571428571,0.03206412825651302
2012-08-10,-0.375,-0.9202481951222773,0.125,0.5,0.42857142857142855,-0.625,-2.1165111144848856,0.25,0.875,0.8571428571428571,0.012024048096192385
2012-08-13,-0.375,-1.0784073201588231,0.125,0.5,0.42857142857142855,-0.625,-2.114766694865238,0.25,0.875,0.8571428571428571,0.03206412825651302
2012-08-14,-0.375,-0.8151352943339787,0.125,0.5,0.42857142857142855,-0.625,-2.069072806899939,0.25,0.875,0.8571428571428571,0.028056112224448898
2012-08-15,-0.375,-0.6644013497798076,0.125,0.5,0.42857142857142855,-0.75,-2.363642960956918,0.25,1.0,1.0,0.02404809619238477
2012-08-16,-0.25,-0.42456317873652394,0.125,0.375,0.2857142857142857,-0.75,-2.512595671687106,0.25,1.0,1.0,0.052104208416833664
2012-08-17,-0.125,-0.4475679455500311,0.25,0.375,0.2857142857142857,-0.75,-2.5551157539928404,0.25,1.0,1.0,0.02004008016032064
2012-08-20,-0.375,-0.541553663190312,0.125,0.5,0.42857142857142855,-0.75,-2.3601349932850906,0.25,1.0,1.0,0.002004008016032064
2012-08-21,-0.25,-0.04743059313407294,0.125,0.375,0.2857142857142857,-0.75,-2.1104528371921507,0.25,1.0,1.0,0.006012024048096192
2012-08-22,0.25,0.4442603249054471,0.375,0.125,0.0,-0.75,-1.922431360613637,0.25,1.0,1.0,0.006012024048096192
2012-08-23,0.125,0.5833404892496269,0.375,0.25,0.14285714285714285,-0.75,-1.7674657183048827,0.25,1.0,1.0,0.0
2012-08-24,0.125,0.25223536047210493,0.375,0.25,0.14285714285714285,-0.875,-2.5394696858711696,0.125,1.0,1.0,0.0
2012-08-27,0.25,0.007943480899061273,0.5,0.25,0.14285714285714285,-0.875,-2.690140741489789,0.125,1.0,1.0,0.0
2012-08-28,0.25,0.370974363613628,0.375,0.125,0.0,-0.75,-2.705586124506583,0.125,0.875,0.8571428571428571,0.004008016032064128
2012-08-29,-0.25,-0.20248014083542687,0.125,0.375,0.2857142857142857,-0.75,-2.5289448744103327,0.125,0.875,0.8571428571428571,0.002004008016032064
2012-08-30,-0.25,-0.25959097747741244,0.125,0.375,0.2857142857142857,-0.75,-2.5334139911809572,0.125,0.875,0.8571428571428571,0.0
2012-08-31,0.125,0.37843106640956514,0.25,0.125,0.0,-0.5,-2.423950630442542,0.125,0.625,0.5714285714285714,0.0
2012-09-03,0.125,0.6171994020459045,0.25,0.125,0.0,-0.625,-2.4033442504515805,0.125,0.75,0.7142857142857143,0.002004008016032064
2012-09-04,0.125,0.3957840320070869,0.25,0.125,0.0,-0.75,-2.538015879573579,0.125,0.875,0.8571428571428571,0.002004008016032064
2012-09-05,0.25,0.20901441743388005,0.375,0.125,0.0,-0.75,-2.584211256334764,0.125,0.875,0.8571428571428571,0.004008016032064128
2012-09-06,0.125,0.023075791455870798,0.375,0.25,0.14285714285714285,-0.5,-2.2280632180332356,0.125,0.625,0.5714285714285714,0.008016032064128256
2012-09-07,0.375,0.8012221452213575,0.5,0.125,0.0,-0.5,-2.1256651670516145,0.125,0.625,0.5714285714285714,0.01603206412825651
2012-09-10,0.375,1.1341986388904175,0.5,0.125,0.0,-0.375,-1.8395518092863037,0.125,0.5,0.42857142857142855,0.01002004008016032
2012-09-11,0.25,1.0214648655288747,0.375,0.125,0.0,-0.375,-1.1095985681195153,0.125,0.5,0.42857142857142855,0.02004008016032064
2012-09-12,0.25,1.2595327672387848,0.375,0.125,0.0,-0.375,-1.104811390225625,0.125,0.5,0.42857142857142855,0.02004008016032064
2012-09-13,0.25,1.9588025237403122,0.375,0.125,0.0,-0.375,-0.9623179439754631,0.125,0.5,0.42857142857142855,0.02404809619238477
2012-09-14,0.5,2.686848427174564,0.625,0.125,0.0,-0.375,-0.9223195695763583,0.125,0.5,0.42857142857142855,0.036072144288577156
2012-09-17,0.625,2.626006676841296,0.75,0.125,0.0,-0.375,-0.7285241017590938,0.125,0.5,0.42857142857142855,0.04809619238476954
2012-09-18,0.625,2.5921646258754443,0.75,0.125,0.0,-0.375,-0.9026469192468312,0.125,0.5,0.42857142857142855,0.03807615230460922
2012-09-19,0.75,2.847119570991339,0.875,0.125,0.0,-0.375,-0.5945806497290596,0.125,0.5,0.42857142857142855,0.03406813627254509
2012-09-20,0.5,2.35056100641551,0.625,0.125,0.0,-0.25,-0.36051845715366426,0.25,0.5,0.42857142857142855,0.036072144288577156
2012-09-21,0.5,2.0608391436350892,0.625,0.125,0.0,-0.375,-0.5720898174943894,0.125,0.5,0.42857142857142855,0.03006012024048096
2012-09-24,0.625,2.511954388010394,0.75,0.125,0.0,-0.375,-0.7781757050347139,0.125,0.5,0.42857142857142855,0.04208416833667335
2012-09-25,0.5,2.2629972930614723,0.625,0.125,0.0,-0.375,-0.998040682785029,0.125,0.5,0.42857142857142855,0.03006012024048096
2012-09-26,0.625,2.5154769558103567,0.75,0.125,0.0,-0.375,-1.04099444625724,0.125,0.5,0.42857142857142855,0.036072144288577156
2012-09-27,0.75,3.0110973456381873,0.875,0.125,0.0,-0.375,-1.3832884007213484,0.125,0.5,0.42857142857142855,0.04609218436873747
2012-09-28,0.875,3.064168430341587,1.0,0.125,0.0,-0.375,-1.483788485237782,0.125,0.5,0.42857142857142855,0.04809619238476954
2012-10-01,0.875,3.0787731956842634,1.0,0.125,0.0,-0.375,-1.8171956538054068,0.125,0.5,0.42857142857142855,0.03006012024048096
2012-10-02,0.875,2.8992138336387496,1.0,0.125,0.0,-0.375,-1.8514777350349378,0.125,0.5,0.42857142857142855,0.052104208416833664
2012-10-03,0.75,2.8105471903622345,1.0,0.25,0.14285714285714285,-0.5,-2.263763712341015,0.125,0.625,0.5714285714285714,0.056112224448897796
2012-10-04,0.875,2.9139452795957554,1.0,0.125,0.0,-0.375,-1.6437332176357564,0.125,0.5,0.42857142857142855,0.04008016032064128
2012-10-05,0.75,2.7011955240424,1.0,0.25,0.14285714285714285,-0.5,-1.7610334916754462,0.125,0.625,0.5714285714285714,0.03006012024048096
2012-10-08,0.75,2.665970397413207,1.0,0.25,0.14285714285714285,-0.5,-1.863155579802859,0.125,0.625,0.5714285714285714,0.04609218436873747
2012-10-09,0.75,2.572431531760871,1.0,0.25,0.14285714285714285,-0.5,-1.935337730930232,0.125,0.625,0.5714285714285714,0.050100200400801605
2012-10-10,0.75,2.4225194981821385,1.0,0.25,0.14285714285714285,-0.5,-2.2299318086892246,0.125,0.625,0.5714285714285714,0.04408817635270541
2012-10-11,0.75,2.42477635558118,1.0,0.25,0.14285714285714285,-0.5,-2.230671941061921,0.125,0.625,0.5714285714285714,0.036072144288577156
2012-10-12,0.75,2.4655190402355065,1.0,0.25,0.14285714285714285,-0.5,-1.9693478814881045,0.125,0.625,0.5714285714285714,0.01002004008016032
2012-10-15,0.625,2.5588772288329515,1.0,0.375,0.2857142857142857,-0.5,-2.1574661491128238,0.125,0.625,0.5714285714285714,0.006012024048096192
2012-10-16,0.75,2.6386598100560383,1.0,0.25,0.14285714285714285,-0.625,-2.528317392817631,0.125,0.75,0.7142857142857143,0.028056112224448898
2012-10-17,0.75,2.569197976765174,1.0,0.25,0.14285714285714285,-0.625,-2.3824321768503287,0.125,0.75,0.7142857142857143,0.036072144288577156
2012-10-18,0.625,2.446624007766962,1.0,0.375,0.2857142857142857,-0.5,-1.921086029588841,0.125,0.625,0.5714285714285714,0.036072144288577156
2012-10-19,0.625,2.3225997059347607,1.0,0.375,0.2857142857142857,-0.625,-2.0035701053814634,0.125,0.75,0.7142857142857143,0.050100200400801605
2012-10-22,0.625,2.21345451727952,1.0,0.375,0.2857142857142857,-0.625,-2.1541946162051806,0.125,0.75,0.7142857142857143,0.052104208416833664
2012-10-23,0.625,2.0688538621455455,1.0,0.375,0.2857142857142857,-0.625,-2.4124216197854937,0.125,0.75,0.7142857142857143,0.0841683366733467
2012-10-24,0.625,2.248232871276591,1.0,0.375,0.2857142857142857,-0.375,-1.4135562228116094,0.125,0.5,0.42857142857142855,0.10020040080160321
2012-10-25,0.625,2.1033218499570805,1.0,0.375,0.2857142857142857,-0.375,-1.5483191799734364,0.125,0.5,0.42857142857142855,0.10220440881763528
2012-10-26,0.625,2.031737369245298,1.0,0.375,0.2857142857142857,-0.375,-1.956992934291656,0.125,0.5,0.42857142857142855,0.12024048096192384
2012-11-05,0.625,1.6364393883539632,1.0,0.375,0.2857142857142857,-0.375,-1.6869636631994673,0.125,0.5,0.42857142857142855,0.218436873747495
2012-11-06,0.625,1.7998463113922876,1.0,0.375,0.2857142857142857,-0.375,-1.4002841504209198,0.125,0.5,0.42857142857142855,0.1963927855711423
2012-11-07,0.5,1.7932962691044498,1.0,0.5,0.42857142857142855,-0.375,-1.3787046504410494,0.125,0.5,0.42857142857142855,0.23246492985971945
2012-11-08,0.5,1.875101128673997,1.0,0.5,0.42857142857142855,-0.375,-1.4279994258972932,0.125,0.5,0.42857142857142855,0.22444889779559118
2012-11-09,0.5,1.824908476094231,1.0,0.5,0.42857142857142855,-0.375,-1.4954533746366516,0.125,0.5,0.42857142857142855,0.19238476953907815
2012-11-12,0.5,1.9199502942155096,1.0,0.5,0.42857142857142855,-0.375,-1.2465223872214384,0.125,0.5,0.42857142857142855,0.13627254509018036
2012-11-13,0.5,2.0223652617331394,1.0,0.5,0.42857142857142855,-0.375,-1.310207222885443,0.125,0.5,0.42857142857142855,0.10821643286573146
2012-11-14,0.5,1.860080273332906,1.0,0.5,0.42857142857142855,-0.375,-0.9952807831240732,0.125,0.5,0.42857142857142855,0.14829659318637275
2012-11-15,0.375,1.7023428771853741,1.0,0.625,0.5714285714285714,-0.25,-0.9108882521257485,0.25,0.5,0.42857142857142855,0.21042084168336672
2012-11-16,0.5,1.8053155243317234,1.0,0.5,0.42857142857142855,-0.25,-0.8202586115126267,0.25,0.5,0.42857142857142855,0.22645290581162325
2012-11-19,0.5,1.8769644177926526,1.0,0.5,0.42857142857142855,-0.375,-0.9802494023457407,0.125,0.5,0.42857142857142855,0.2685370741482966
2012-11-20,0.5,1.5616896301109395,1.0,0.5,0.42857142857142855,-0.25,-1.0682389711880438,0.25,0.5,0.42857142857142855,0.17234468937875752
2012-11-21,0.5,1.1072961439403564,1.0,0.5,0.42857142857142855,-0.25,-1.365170099882208,0.25,0.5,0.42857142857142855,0.18236472945891782
2012-11-22,0.5,1.191606217448386,1.0,0.5,0.42857142857142855,-0.25,-1.3329246946737237,0.25,0.5,0.42857142857142855,0.1523046092184369
2012-11-23,0.625,1.5126542845518627,1.0,0.375,0.2857142857142857,-0.25,-0.9531869171751268,0.25,0.5,0.42857142857142855,0.19839679358717435
2012-11-26,0.625,1.6501435613108448,1.0,0.375,0.2857142857142857,-0.25,-0.9644969436570036,0.25,0.5,0.42857142857142855,0.13627254509018036
2012-11-27,0.625,1.3202949061138285,1.0,0.375,0.2857142857142857,-0.25,-1.1007368516177813,0.25,0.5,0.42857142857142855,0.11222444889779559
2012-11-28,0.625,1.4225415477996477,1.0,0.375,0.2857142857142857,-0.25,-1.101254253045467,0.25,0.5,0.42857142857142855,0.09218436873747494
2012-11-29,0.625,1.507947355249599,1.0,0.375,0.2857142857142857,-0.25,-0.7954821626359979,0.25,0.5,0.42857142857142855,0.07014028056112225
2012-11-30,0.625,1.319224780012188,1.0,0.375,0.2857142857142857,-0.25,-0.8169260202668508,0.25,0.5,0.42857142857142855,0.04008016032064128
2012-12-03,0.625,1.4110995533390922,1.0,0.375,0.2857142857142857,-0.125,-0.23817398724443445,0.25,0.375,0.2857142857142857,0.014028056112224449
2012-12-04,0.625,1.5689772248417244,1.0,0.375,0.2857142857142857,0.125,0.12394456535219961,0.375,0.25,0.14285714285714285,0.014028056112224449
2012-12-05,0.5,1.3111545382558152,0.875,0.375,0.2857142857142857,0.125,0.1568056789124141,0.375,0.25,0.14285714285714285,0.014028056112224449
2012-12-06,0.5,1.0816070398659463,0.875,0.375,0.2857142857142857,-0.125,-0.11407149227280389,0.25,0.375,0.2857142857142857,0.018036072144288578
2012-12-07,0.375,0.44753432761855494,0.75,0.375,0.2857142857142857,-0.125,-0.19668744088923606,0.25,0.375,0.2857142857142857,0.01603206412825651
2012-12-10,0.375,0.6157149853092625,0.75,0.375,0.2857142857142857,-0.125,-0.09878310437323379,0.25,0.375,0.2857142857142857,0.012024048096192385
2012-12-11,0.5,0.5033410628795674,0.875,0.375,0.2857142857142857,-0.125,-0.13914528198348963,0.25,0.375,0.2857142857142857,0.026052104208416832
2012-12-12,0.5,0.49543325888427925,0.875,0.375,0.2857142857142857,0.125,0.045033265730215155,0.375,0.25,0.14285714285714285,0.026052104208416832
2012-12-13,0.125,0.24596339942798967,0.75,0.625,0.5714285714285714,0.125,0.036823810360946785,0.375,0.25,0.14285714285714285,0.006012024048096192
2012-12-14,0.25,0.11882718147096444,0.75,0.5,0.42857142857142855,0.125,0.21061389589038343,0.375,0.25,0.14285714285714285,0.012024048096192385
2012-12-17,0.125,0.14627885032006774,0.625,0.5,0.42857142857142855,0.125,0.18766518979453262,0.375,0.25,0.14285714285714285,0.006012024048096192
2012-12-18,0.375,0.5293420534674972,0.75,0.375,0.2857142857142857,0.125,0.26675183409236924,0.375,0.25,0.14285714285714285,0.018036072144288578
2012-12-19,0.5,0.45364317788971453,0.875,0.375,0.2857142857142857,0.125,0.4615925437127787,0.375,0.25,0.14285714285714285,0.01002004008016032
2012-12-20,0.5,0.7379510174650095,0.875,0.375,0.2857142857142857,0.125,0.5045225115282885,0.375,0.25,0.14285714285714285,0.01603206412825651
2012-12-21,0.125,0.5584414067259579,0.875,0.75,0.7142857142857143,0.25,0.4417133282112632,0.5,0.25,0.14285714285714285,0.022044088176352707
2012-12-24,0.25,0.6212787151159846,0.875,0.625,0.5714285714285714,0.25,0.4361019607763499,0.5,0.25,0.14285714285714285,0.03406813627254509
2012-12-25,0.25,0.6640402657030867,0.875,0.625,0.5714285714285714,0.25,0.24593615773897193,0.5,0.25,0.14285714285714285,0.02004008016032064
2012-12-26,0.125,0.7517170733058967,0.875,0.75,0.7142857142857143,0.375,0.49472180370835783,0.625,0.25,0.14285714285714285,0.04208416833667335
2012-12-27,0.125,0.6444171673826384,0.875,0.75,0.7142857142857143,0.375,0.6972512976796744,0.625,0.25,0.14285714285714285,0.056112224448897796
2012-12-28,0.25,0.7540300816266533,0.875,0.625,0.5714285714285714,0.375,0.7641885373364825,0.625,0.25,0.14285714285714285,0.06012024048096192
2012-12-31,0.5,0.6315765598963865,0.875,0.375,0.2857142857142857,0.375,0.6420901127542279,0.625,0.25,0.14285714285714285,0.09418837675350701
2013-01-01,0.375,0.5829585590668356,0.875,0.5,0.42857142857142855,0.375,0.6534699247444892,0.625,0.25,0.14285714285714285,0.08216432865731463
2013-01-02,0.5,0.5248074171648797,0.75,0.25,0.14285714285714285,0.375,0.6688839590062972,0.625,0.25,0.14285714285714285,0.13226452905811623
2013-01-03,0.125,0.04173431433292146,0.625,0.5,0.42857142857142855,0.25,0.32608626271479285,0.5,0.25,0.14285714285714285,0.14428857715430862
2013-01-04,0.125,0.09751838722564649,0.625,0.5,0.42857142857142855,0.375,0.5439064880986726,0.625,0.25,0.14285714285714285,0.1683366733466934
2013-01-07,0.25,0.29197923144250276,0.625,0.375,0.2857142857142857,0.375,0.6534446316917754,0.625,0.25,0.14285714285714285,0.18236472945891782
2013-01-08,0.25,0.3824865406719103,0.625,0.375,0.2857142857142857,0.25,0.5155214112630948,0.5,0.25,0.14285714285714285,0.20641282565130262
2013-01-09,0.375,0.3519821631868738,0.75,0.375,0.2857142857142857,0.375,0.2883671899267661,0.625,0.25,0.14285714285714285,0.22645290581162325
2013-01-10,0.375,0.5278433186907235,0.75,0.375,0.2857142857142857,0.375,0.39983558649776785,0.625,0.25,0.14285714285714285,0.3847695390781563
2013-01-11,0.625,0.5900377797387268,1.0,0.375,0.2857142857142857,0.5,0.5314476252916914,0.75,0.25,0.14285714285714285,0.4248496993987976
2013-01-14,0.625,0.6617760698542522,1.0,0.375,0.2857142857142857,0.5,0.4787915538109919,0.75,0.25,0.14285714285714285,0.4749498997995992
2013-01-15,0.25,0.3457391854114452,0.75,0.5,0.42857142857142855,0.25,0.39447658367095456,0.625,0.375,0.2857142857142857,0.48897795591182364
2013-01-16,0.125,0.3278164083248203,0.75,0.625,0.5714285714285714,0.125,0.2995179251059463,0.625,0.5,0.42857142857142855,0.4789579158316633
2013-01-17,0.5,0.5112606212813814,1.0,0.5,0.42857142857142855,0.5,0.3837001963554517,1.0,0.5,0.42857142857142855,0.5490981963927856
2013-01-18,0.375,0.4942101516913208,0.875,0.5,0.42857142857142855,0.125,0.14211959666937785,0.625,0.5,0.42857142857142855,0.5230460921843687
2013-01-21,0.25,0.45365781598346844,0.875,0.625,0.5714285714285714,0.375,0.2386861164796381,0.875,0.5,0.42857142857142855,0.5070140280561122
2013-01-22,0.375,0.6157365925557884,0.75,0.375,0.2857142857142857,0.375,0.3338880815542771,0.875,0.5,0.42857142857142855,0.5791583166332666
2013-01-23,0.375,0.6572542951696807,0.875,0.5,0.42857142857142855,0.125,0.21008950719352848,0.875,0.75,0.7142857142857143,0.5731462925851704
2013-01-24,0.5,0.7549029352746768,1.0,0.5,0.42857142857142855,0.25,0.3088419418010621,1.0,0.75,0.7142857142857143,0.6813627254509018
2013-01-25,0.5,0.8117675878048046,1.0,0.5,0.42857142857142855,0.25,0.4095824844453823,1.0,0.75,0.7142857142857143,0.7034068136272545
2013-01-28,0.5,1.055816248507806,1.0,0.5,0.42857142857142855,0.125,0.4339630432485844,1.0,0.875,0.8571428571428571,0.6713426853707415
2013-01-29,0.5,1.0804350744216915,1.0,0.5,0.42857142857142855,0.25,0.30373292790518064,1.0,0.75,0.7142857142857143,0.6953907815631263
2013-01-30,0.5,1.1432920868127032,1.0,0.5,0.42857142857142855,0.375,0.41720856565586206,1.0,0.625,0.5714285714285714,0.685370741482966
2013-01-31,0.625,1.1000318707076606,1.0,0.375,0.2857142857142857,0.5,0.39412611537480774,1.0,0.5,0.42857142857142855,0.6593186372745491
2013-02-01,0.625,1.1186528586089088,1.0,0.375,0.2857142857142857,0.5,0.564024659667142,1.0,0.5,0.42857142857142855,0.7134268537074149
2013-02-04,0.625,1.0297504005433358,1.0,0.375,0.2857142857142857,0.5,0.41666504515952174,1.0,0.5,0.42857142857142855,0.751503006012024
2013-02-05,0.5,1.0138197977616827,1.0,0.5,0.42857142857142855,0.5,0.5440572009225013,1.0,0.5,0.42857142857142855,0.7755511022044088
2013-02-06,0.5,0.9748330863291761,1.0,0.5,0.42857142857142855,0.5,0.5535146852939479,1.0,0.5,0.42857142857142855,0.7675350701402806
2013-02-07,0.5,0.850997009580281,1.0,0.5,0.42857142857142855,0.375,0.34241145509044896,1.0,0.625,0.5714285714285714,0.7354709418837675
2013-02-08,0.375,0.9309136169032157,1.0,0.625,0.5714285714285714,0.375,0.3073100828610247,1.0,0.625,0.5714285714285714,0.7374749498997996
2013-02-11,0.375,0.8590100742216974,1.0,0.625,0.5714285714285714,0.125,0.23126584766147085,1.0,0.875,0.8571428571428571,0.7434869739478958
2013-02-12,0.375,0.9425205214658214,1.0,0.625,0.5714285714285714,0.25,0.3157825883175931,1.0,0.75,0.7142857142857143,0.7194388777555111
2013-02-13,0.375,0.9595754693258232,1.0,0.625,0.5714285714285714,0.125,0.2959763998872294,0.875,0.75,0.7142857142857143,0.7414829659318637
2013-02-14,0.25,0.7612899517648797,0.875,0.625,0.5714285714285714,-0.125,-0.026375559752093936,0.75,0.875,0.8571428571428571,0.7214428857715431
2013-02-15,0.375,0.6330234194631117,1.0,0.625,0.5714285714285714,-0.25,-0.16840834851840264,0.625,0.875,0.8571428571428571,0.7394789579158316
2013-02-18,0.375,0.5614059144553141,1.0,0.625,0.5714285714285714,-0.125,-0.06355004490948812,0.75,0.875,0.8571428571428571,0.7454909819639278
2013-02-19,0.375,0.6929765487036128,1.0,0.625,0.5714285714285714,-0.125,-0.11569879927834847,0.75,0.875,0.8571428571428571,0.717434869739479
2013-02-20,0.375,0.5486733762809793,1.0,0.625,0.5714285714285714,-0.125,-0.06261776979763911,0.75,0.875,0.8571428571428571,0.7394789579158316
2013-02-21,0.25,0.3799409439501721,1.0,0.75,0.7142857142857143,-0.25,-0.22961540816982418,0.75,1.0,1.0,0.6753507014028056
2013-02-22,0.125,0.3173576599838004,0.875,0.75,0.7142857142857143,-0.125,-0.030681311760580643,0.75,0.875,0.8571428571428571,0.6613226452905812
2013-02-25,0.125,0.01644134056880664,0.875,0.75,0.7142857142857143,-0.125,-0.29178888309709106,0.75,0.875,0.8571428571428571,0.7354709418837675
2013-02-26,-0.125,-0.06571872861628258,0.75,0.875,0.8571428571428571,-0.125,-0.09544381258541124,0.75,0.875,0.8571428571428571,0.7555110220440882
2013-02-27,0.125,0.1317112072073463,1.0,0.875,0.8571428571428571,-0.125,-0.027456760756625176,0.75,0.875,0.8571428571428571,0.7074148296593187
2013-02-28,0.125,0.2196391484524196,1.0,0.875,0.8571428571428571,-0.125,-0.41434468665776003,0.75,0.875,0.8571428571428571,0.6953907815631263
2013-03-01,0.125,0.1703145894412642,1.0,0.875,0.8571428571428571,-0.125,-0.18463307514975902,0.75,0.875,0.8571428571428571,0.657314629258517
2013-03-04,0.125,0.1589230677735639,1.0,0.875,0.8571428571428571,-0.125,-0.2520771893155319,0.75,0.875,0.8571428571428571,0.5871743486973948
2013-03-05,0.125,0.07330649097602682,1.0,0.875,0.8571428571428571,-0.125,-0.07204181724172642,0.75,0.875,0.8571428571428571,0.49899799599198397
2013-03-06,-0.125,-0.1883077243380068,0.875,1.0,1.0,-0.125,-0.10433229555565715,0.75,0.875,0.8571428571428571,0.49498997995991983
2013-03-07,0.125,0.05915291121886512,1.0,0.875,0.8571428571428571,0.125,0.0637725319951652,0.875,0.75,0.7142857142857143,0.5090180360721442
2013-03-08,-0.125,-0.2907916478110075,0.875,1.0,1.0,-0.25,-0.32475280060245537,0.75,1.0,1.0,0.5090180360721442
2013-03-11,-0.125,-0.2206774534177418,0.875,1.0,1.0,-0.125,-0.3405955317281991,0.75,0.875,0.8571428571428571,0.47695390781563124
2013-03-12,-0.125,-0.3697569760963395,0.875,1.0,1.0,-0.125,-0.35735617234035216,0.75,0.875,0.8571428571428571,0.48096192384769537
2013-03-13,-0.25,-0.45435151345767555,0.75,1.0,1.0,-0.25,-0.4467325009550982,0.625,0.875,0.8571428571428571,0.4709418837675351
2013-03-14,-0.375,-0.44126305579536884,0.625,1.0,1.0,-0.25,-0.29373742800249264,0.625,0.875,0.8571428571428571,0.4468937875751503
2013-03-15,-0.125,-0.19442183830023396,0.625,0.75,0.7142857142857143,-0.25,-0.3206287664291682,0.625,0.875,0.8571428571428571,0.4288577154308617
2013-03-18,-0.125,-0.48120487274256085,0.625,0.75,0.7142857142857143,-0.375,-0.7360043071979526,0.5,0.875,0.8571428571428571,0.4709418837675351
