date,daily_ccy_rank_spread_60,daily_ccy_spread_z_60,daily_ccy_eur_rank_60,daily_ccy_usd_rank_60,daily_ccy_usd_breadth_60,daily_ccy_rank_spread_250,daily_ccy_spread_z_250,daily_ccy_eur_rank_250,daily_ccy_usd_rank_250,daily_ccy_usd_breadth_250,daily_ccy_dispersion_pct
2007-05-23,0.25,0.5730462985737292,0.625,0.375,0.2857142857142857,,,,,,
2007-05-24,0.25,0.6236391494554472,0.625,0.375,0.2857142857142857,,,,,,
2007-05-25,0.125,0.5062396519829514,0.5,0.375,0.2857142857142857,,,,,,
2007-05-28,0.125,0.5983547136838236,0.5,0.375,0.2857142857142857,,,,,,
2007-05-29,0.125,0.6225547955002353,0.5,0.375,0.2857142857142857,,,,,,
2007-05-30,0.125,0.42852884290189297,0.5,0.375,0.2857142857142857,,,,,,
2007-05-31,0.25,0.590519445184716,0.5,0.25,0.14285714285714285,,,,,,
2007-06-01,0.25,0.6160416941266939,0.5,0.25,0.14285714285714285,,,,,,
2007-06-04,0.25,0.5465984023380775,0.5,0.25,0.14285714285714285,,,,,,
2007-06-05,0.125,0.5430876604071868,0.5,0.375,0.2857142857142857,,,,,,
2007-06-06,0.25,0.5052349111315542,0.5,0.25,0.14285714285714285,,,,,,
2007-06-07,0.125,0.3470392680851779,0.5,0.375,0.2857142857142857,,,,,,
2007-06-08,0.125,0.08601255517177253,0.5,0.375,0.2857142857142857,,,,,,
2007-06-11,0.125,0.0934546965272553,0.5,0.375,0.2857142857142857,,,,,,
2007-06-12,-0.125,-0.011889683100099913,0.375,0.5,0.42857142857142855,,,,,,
2007-06-13,-0.125,-0.15067345994665793,0.375,0.5,0.42857142857142855,,,,,,
2007-06-14,-0.125,-0.01921946394864299,0.375,0.5,0.42857142857142855,,,,,,
2007-06-15,0.25,0.1854098837251199,0.625,0.375,0.2857142857142857,,,,,,
2007-06-18,0.125,0.17037172344031085,0.5,0.375,0.2857142857142857,,,,,,
2007-06-19,0.125,0.09626446751073103,0.5,0.375,0.2857142857142857,,,,,,
2007-06-20,0.125,0.16150386921072685,0.5,0.375,0.2857142857142857,,,,,,
2007-06-21,0.125,0.10461635770825639,0.5,0.375,0.2857142857142857,,,,,,
2007-06-22,0.125,0.20637796974711875,0.5,0.375,0.2857142857142857,,,,,,
2007-06-25,0.125,0.1949012362081801,0.5,0.375,0.2857142857142857,,,,,,
2007-06-26,0.125,0.2871146951144246,0.5,0.375,0.2857142857142857,,,,,,
2007-06-27,0.125,0.19134069218772665,0.5,0.375,0.2857142857142857,,,,,,
2007-06-28,0.125,0.047058442661412125,0.5,0.375,0.2857142857142857,,,,,,
2007-06-29,0.25,0.3460991270836271,0.5,0.25,0.14285714285714285,,,,,,
2007-07-02,0.25,0.5027882713049607,0.5,0.25,0.14285714285714285,,,,,,
2007-07-03,0.25,0.4105857219117924,0.5,0.25,0.14285714285714285,,,,,,
2007-07-04,0.25,0.40449229685288146,0.5,0.25,0.14285714285714285,,,,,,
2007-07-05,0.125,0.22058522952284737,0.5,0.375,0.2857142857142857,,,,,,
2007-07-06,0.125,0.2026494996100206,0.5,0.375,0.2857142857142857,,,,,,0.3458646616541353
2007-07-09,0.125,0.23178358921885062,0.5,0.375,0.2857142857142857,,,,,,0.21641791044776118
2007-07-10,0.375,0.5506799106743454,0.625,0.25,0.14285714285714285,,,,,,0.43703703703703706
2007-07-11,0.125,0.3634281716028481,0.5,0.375,0.2857142857142857,,,,,,0.5367647058823529
2007-07-12,0.25,0.39642555937292784,0.5,0.25,0.14285714285714285,,,,,,0.6277372262773723
2007-07-13,0.25,0.5010917183861441,0.5,0.25,0.14285714285714285,,,,,,0.5289855072463768
2007-07-16,0.25,0.5067709425247235,0.5,0.25,0.14285714285714285,,,,,,0.5827338129496403
2007-07-17,0.125,0.30859784872872803,0.5,0.375,0.2857142857142857,,,,,,0.5571428571428572
2007-07-18,0.25,0.3933787400423659,0.5,0.25,0.14285714285714285,,,,,,0.5177304964539007
2007-07-19,0.25,0.44548133677125445,0.5,0.25,0.14285714285714285,,,,,,0.4014084507042254
2007-07-20,0.25,0.42871433597074615,0.5,0.25,0.14285714285714285,,,,,,0.34965034965034963
2007-07-23,0.25,0.3662040133329446,0.5,0.25,0.14285714285714285,,,,,,0.5208333333333334
2007-07-24,0.25,0.5420079916770286,0.5,0.25,0.14285714285714285,,,,,,0.6344827586206897
2007-07-25,0.25,0.3159400184009302,0.5,0.25,0.14285714285714285,,,,,,0.6232876712328768
2007-07-26,0.25,0.7679426271945281,0.375,0.125,0.0,,,,,,0.782312925170068
2007-07-27,0.25,0.17526050279917327,0.375,0.125,0.0,,,,,,0.7837837837837838
2007-07-30,0.125,0.4292127948663761,0.25,0.125,0.0,,,,,,0.7785234899328859
2007-07-31,0.125,0.9638785613868416,0.25,0.125,0.0,,,,,,0.8066666666666666
2007-08-01,0.25,0.5880441234519531,0.375,0.125,0.0,,,,,,0.8278145695364238
2007-08-02,0.375,0.784344236535841,0.5,0.125,0.0,,,,,,0.8289473684210527
2007-08-03,0.25,1.3162565928333885,0.375,0.125,0.0,,,,,,0.8496732026143791
2007-08-06,0.25,1.2294675306014033,0.375,0.125,0.0,,,,,,0.8636363636363636
2007-08-07,0.125,0.9910321794826494,0.25,0.125,0.0,,,,,,0.8193548387096774
2007-08-08,0.25,1.1735951560088336,0.375,0.125,0.0,,,,,,0.8141025641025641
2007-08-09,0.125,1.172149660903374,0.25,0.125,0.0,,,,,,0.8726114649681529
2007-08-10,0.125,1.4399491828866757,0.25,0.125,0.0,,,,,,0.8924050632911392
2007-08-13,0.125,1.1296268816751769,0.25,0.125,0.0,,,,,,0.89937106918239
2007-08-14,0.125,0.5859842380101848,0.375,0.25,0.14285714285714285,,,,,,0.94375
2007-08-15,-0.25,-0.14568796826493585,0.375,0.625,0.5714285714285714,,,,,,0.9440993788819876
2007-08-16,-0.25,-0.09069318500036018,0.375,0.625,0.5714285714285714,,,,,,0.9444444444444444
2007-08-17,0.125,0.11592202513347702,0.625,0.5,0.42857142857142855,,,,,,0.9447852760736196
2007-08-20,0.125,0.07651399775742385,0.5,0.375,0.2857142857142857,,,,,,0.9451219512195121
2007-08-21,0.125,0.022803581149989934,0.625,0.5,0.42857142857142855,,,,,,0.9454545454545454
2007-08-22,0.25,0.4508435000074522,0.625,0.375,0.2857142857142857,,,,,,0.9457831325301205
2007-08-23,0.125,0.43362759248236626,0.5,0.375,0.2857142857142857,,,,,,0.9161676646706587
2007-08-24,0.375,0.7337111598586602,0.75,0.375,0.2857142857142857,,,,,,0.9107142857142857
2007-08-27,0.375,0.4221981988365774,0.75,0.375,0.2857142857142857,,,,,,0.9053254437869822
2007-08-28,0.25,0.11628742504952998,0.75,0.5,0.42857142857142855,,,,,,0.9176470588235294
2007-08-29,0.125,0.3943417985452845,0.625,0.5,0.42857142857142855,,,,,,0.9415204678362573
2007-08-30,0.25,0.48041524149294806,0.625,0.375,0.2857142857142857,,,,,,0.9418604651162791
2007-08-31,0.25,0.4928997850149404,0.625,0.375,0.2857142857142857,,,,,,0.9132947976878613
2007-09-03,0.25,0.6075853336549499,0.625,0.375,0.2857142857142857,,,,,,0.8908045977011494
2007-09-04,0.375,0.6719635685789873,0.75,0.375,0.2857142857142857,,,,,,0.9028571428571428
2007-09-05,0.375,0.6011433296383509,0.75,0.375,0.2857142857142857,,,,,,0.9147727272727273
2007-09-06,0.375,0.6983954860283481,0.75,0.375,0.2857142857142857,,,,,,0.8700564971751412
2007-09-07,0.375,0.6073123251276845,0.75,0.375,0.2857142857142857,,,,,,0.8820224719101124
