time,open,high,low,close,volume,mid
2026-08-30 02:00:00,185.574,185.591,185.404,185.561,10212.13,185.5575
2026-08-29 02:00:00,185.44,185.44,185.44,185.44,0.0,185.421
2026-08-28 02:00:00,185.668,185.991,185.393,185.44,223927.1,185.421
2026-08-27 02:00:00,185.618,185.857,185.471,185.665,210333.08,185.6605
2026-08-26 02:00:00,185.88,185.916,185.353,185.619,260670.84,185.615
2026-08-25 02:00:00,185.684,185.989,185.584,185.879,236045.8,185.874
2026-08-24 02:00:00,185.611,185.805,185.446,185.686,304093.89,185.6805
2026-08-23 02:00:00,185.71,185.75,185.259,185.611,11164.48,185.608
2026-08-22 02:00:00,185.656,185.656,185.656,185.656,0.0,185.6515
2026-08-21 02:00:00,185.712,186.027,185.444,185.656,268401.83,185.6515
2026-08-20 02:00:00,184.766,185.875,184.734,185.715,309387.46,185.712
2026-08-19 02:00:00,184.705,184.947,183.933,184.767,309542.44,184.7625
2026-08-18 02:00:00,184.555,184.912,184.549,184.708,168665.71,184.7055
2026-08-17 02:00:00,184.287,184.935,184.122,184.557,225964.33,184.5525
2026-08-16 02:00:00,184.418,184.418,184.21,184.289,11834.14,184.2845
2026-08-15 02:00:00,184.363,184.363,184.363,184.363,0.0,184.3275
2026-08-14 02:00:00,183.895,184.454,183.608,184.363,228957.85,184.3275
2026-08-13 02:00:00,183.684,183.973,183.451,183.894,203509.6,183.8885
2026-08-12 02:00:00,183.864,183.971,183.157,183.684,221614.59,183.682
2026-08-11 02:00:00,183.77,183.968,183.559,183.862,199321.09,183.8585
2026-08-10 02:00:00,182.482,183.999,182.446,183.771,229078.7,183.7665
2026-08-09 02:00:00,182.506,182.54,182.359,182.483,11294.67,182.479
2026-08-08 02:00:00,182.432,182.432,182.432,182.432,0.0,182.3945
2026-08-07 02:00:00,182.581,182.717,181.32,182.432,224105.92,182.3945
2026-08-06 02:00:00,182.16,182.683,182.098,182.583,206214.31,182.5775
2026-08-05 02:00:00,181.876,182.364,181.541,182.16,281848.07,182.154
2026-08-04 02:00:00,181.29,181.992,181.008,181.876,290524.31,181.8705
2026-08-03 02:00:00,181.922,182.158,179.376,181.288,386809.33,181.2815
2026-08-02 02:00:00,181.588,182.245,181.388,181.919,36478.5,181.913
2026-08-01 02:00:00,181.465,181.465,181.465,181.465,0.0,181.4285
2026-07-31 02:00:00,184.593,185.18,181.347,181.465,461328.19,181.4285
2026-07-30 02:00:00,187.267,187.432,182.127,184.593,393494.99,184.5865
2026-07-29 02:00:00,186.587,187.479,186.189,187.267,264367.22,187.2635
2026-07-28 02:00:00,186.207,186.703,186.05,186.587,181844.96,186.584
2026-07-27 02:00:00,186.447,186.743,186.129,186.208,228443.94,186.204
2026-07-26 02:00:00,186.545,186.612,186.412,186.447,12692.47,186.443
2026-07-25 02:00:00,186.323,186.323,186.323,186.323,0.0,186.306
2026-07-24 02:00:00,186.398,186.611,186.234,186.323,206274.67,186.306
2026-07-23 02:00:00,186.116,186.671,186.057,186.399,220701.37,186.394
2026-07-22 02:00:00,186.076,186.27,185.746,186.115,184949.61,186.1085
2026-07-21 02:00:00,185.496,186.126,185.411,186.076,234427.42,186.0715
2026-07-20 02:00:00,185.728,185.879,185.351,185.498,184090.3,185.494
2026-07-19 02:00:00,185.76,185.824,185.665,185.723,11329.73,185.72
2026-07-18 02:00:00,185.787,185.787,185.787,185.787,0.0,185.7595
2026-07-17 02:00:00,185.86,185.965,185.487,185.787,228270.87,185.7595
2026-07-16 02:00:00,185.912,186.039,185.721,185.862,296463.81,185.8565
2026-07-15 02:00:00,185.302,186.049,185.217,185.912,218169.61,185.906
2026-07-14 02:00:00,184.898,185.494,184.767,185.303,276856.46,185.298
2026-07-13 02:00:00,184.624,185.474,184.549,184.898,213139.79,184.892
2026-07-12 02:00:00,184.481,184.689,184.463,184.623,11951.3,184.62
2026-07-11 02:00:00,184.65,184.65,184.65,184.65,0.0,184.6305
2026-07-10 02:00:00,185.642,185.684,184.47,184.65,273722.0,184.6305
2026-07-09 02:00:00,185.653,185.822,185.531,185.642,188393.12,185.6375
2026-07-08 02:00:00,185.126,185.776,185.076,185.651,212407.78,185.646
2026-07-07 02:00:00,185.468,185.538,184.81,185.123,207113.02,185.1195
2026-07-06 02:00:00,184.661,185.576,184.661,185.467,182888.25,185.4615
2026-07-05 02:00:00,184.602,184.692,184.513,184.662,16492.37,184.6585
2026-07-04 02:00:00,184.568,184.568,184.568,184.568,0.0,184.5205
2026-07-03 02:00:00,184.43,184.623,183.928,184.568,192581.5,184.5205
2026-07-02 02:00:00,184.945,185.094,183.762,184.429,327421.06,184.4255
2026-07-01 02:00:00,185.62,185.717,184.859,184.946,266100.21,184.942
2026-06-30 02:00:00,184.908,185.87,184.667,185.62,249375.58,185.6145
2026-06-29 02:00:00,184.209,185.103,184.131,184.909,215955.91,184.9045
2026-06-28 02:00:00,184.346,184.396,184.149,184.215,10131.8,184.209
2026-06-27 02:00:00,184.191,184.191,184.191,184.191,0.0,184.141
2026-06-26 02:00:00,183.839,184.835,183.724,184.191,245059.05,184.141
2026-06-25 02:00:00,183.68,184.168,183.416,183.839,242030.25,183.834
